game_id,play_id,passer,targeted_receiver,week,quarter,possession_team,down,yards_to_go,team_coverage_man_zone,yards_gained,expected_points_added,route_type,actual_completion,actual_x,actual_y,release_frame,snap_frame,actual_time_since_snap,temporal_error_frames,temporal_error_seconds,CP_peak,CP_actual_timing,optimal_frame,optimal_time_since_snap,TSV,CP_optimal,CP_actual_placement,optimal_x,optimal_y,spatial_error,PSV,SV,DM,RSS,temporal_error_abs,spatial_error_abs,temporal_percentile,spatial_percentile,temporal_score,spatial_score,RTS,temporal_score_scaled,spatial_score_scaled,RTS_scaled,performance_tier,performance_tier_scaled
2023090700,2613,Jared Goff,Amon-Ra St. Brown,1,3,DET,2,4,MAN_COVERAGE,18,1.447217339,IN,1,50.20999908,30.97000008,35,1,3.4,0,0,0.443677455,0.443677455,35,3.4,0,0.623778343,0.443677455,48.20999908,33,2.84971923,-0.180100888,-0.090050444,1.577964299,-0.142096386,0,2.84971923,31.78119349,37.85004517,68.21880651,62.14995483,65.18438067,100,62.23428313,81.11714156,Above Average,Excellent
2023090700,2936,Patrick Mahomes,Skyy Moore,1,3,KC,2,2,MAN_COVERAGE,0,-0.60121969,SLANT,0,95.56999969,31.45999908,18,1,1.7,0,0,0.555672169,0.555672169,18,1.7,0,0.587484598,0.555672169,95.56999969,33,1.540000916,-0.031812429,-0.015906215,1.489029463,-0.023684822,0,1.540000916,32.12583413,7.530981888,67.87416587,92.46901811,80.17159199,100,92.55725191,96.27862595,Excellent,Elite
2023090700,3032,Jared Goff,Amon-Ra St. Brown,1,3,DET,1,10,MAN_COVERAGE,0,-0.637108969,OUT,0,37.77999878,6.91000061,20,1,1.9,0,0,0.833190799,0.833190799,20,1.9,0,0.849637687,0.833190799,39.77999878,11,4.552811769,-0.016446888,-0.008223444,1.062231645,-0.008735203,0,4.552811769,37.53387534,50.09033424,62.46612466,49.90966576,56.18789521,100,49.93221871,74.96610935,Average,Above Average
2023090700,3461,Jared Goff,Josh Reynolds,1,4,DET,3,12,ZONE_COVERAGE,18,2.945847284,IN,1,49.27000046,34.31999969,31,1,3,0,0,0.617219508,0.617219508,31,3,0,0.626598775,0.617219508,49.27000046,35,0.680000305,-0.009379268,-0.004689634,1.385215871,-0.006496155,0,0.680000305,31.78119349,5.103884372,68.21880651,94.89611563,81.55746107,100,95.02487562,97.51243781,Excellent,Elite
2023091000,185,Bryce Young,Terrace Marshall Jr.,1,1,CAR,2,6,ZONE_COVERAGE,12,0.979371953,IN,1,64.43000031,25.50000076,23,1,2.2,0,0,0.722896338,0.722896338,23,2.2,0,0.781827569,0.722896338,62.43000031,25,2.061552998,-0.058931231,-0.029465616,1.173210508,-0.03456937,0,2.061552998,31.78119349,19.33152665,68.21880651,80.66847335,74.44363993,100,80.77792854,90.38896427,Above Average,Elite
2023091000,661,Bryce Young,Hayden Hurst,1,1,CAR,2,16,ZONE_COVERAGE,0,-4.186034678,IN,0,28.84999847,23.23000031,29,1,2.8,2,0.2,0.677087665,0.615702152,27,2.6,-0.061385512,0.635377407,0.615702152,30,19,4.383538079,-0.019675255,-0.040530384,1.322344587,-0.053595133,0.2,4.383538079,75.36166365,65.67299006,24.63833635,34.32700994,29.48267314,36.11663353,34.37358661,35.24511007,Below Average,Below Average
2023091000,842,Bryce Young,Hayden Hurst,1,2,CAR,2,10,ZONE_COVERAGE,0,-0.900782883,IN,0,48.68999863,16.46999931,47,1,4.6,0,0,0.451239139,0.451239139,47,4.6,0,0.529316425,0.451239139,48.68999863,19,2.530000687,-0.078077286,-0.039038643,1.694117635,-0.066136054,0,2.530000687,31.78119349,31.79765131,68.21880651,68.20234869,68.2105776,100,68.29488919,84.1474446,Above Average,Excellent
2023091000,1046,Desmond Ridder,Mack Hollins,1,2,ATL,3,10,ZONE_COVERAGE,9,-0.254713373,SLANT,1,30.80000305,15.8,17,1,1.6,1,0.1,0.755092859,0.75447005,16,1.5,-0.000622809,0.859292448,0.75447005,30.80000305,13,2.8,-0.104822397,-0.052722603,1.102301695,-0.058116215,0.1,2.8,70.4957102,42.13536702,29.5042898,57.86463298,43.68446139,43.46910112,57.91984733,50.69447423,Average,Average
2023091000,1193,Bryce Young,Hayden Hurst,1,2,CAR,3,2,ZONE_COVERAGE,11,1.507131032,IN,1,52.09999847,28.06999969,34,1,3.3,0,0,0.762457252,0.762457252,34,3.3,0,0.792626977,0.762457252,52.09999847,31,2.930000305,-0.030169725,-0.015084863,1.139546449,-0.017189902,0,2.930000305,31.78119349,39.11472448,68.21880651,60.88527552,64.55204101,100,60.96788783,80.48394392,Above Average,Excellent
2023091000,1240,Bryce Young,Terrace Marshall Jr.,1,2,CAR,2,8,ZONE_COVERAGE,11,0.933441879,SLANT,1,59.22999954,27.80999947,32,1,3.1,0,0,0.796726406,0.796726406,32,3.1,0,0.837640584,0.796726406,59.22999954,33,5.190000534,-0.040914178,-0.020457089,1.09029437,-0.022304249,0,5.190000534,32.12583413,87.32125834,67.87416587,12.67874166,40.27645377,100,12.69083969,56.34541985,Average,Average
2023091000,1300,Bryce Young,Adam Thielen,1,2,CAR,2,11,ZONE_COVERAGE,3,-0.250358113,IN,1,67.98000336,31.12999916,23,1,2.2,7,0.7,0.717035711,0.587918401,16,1.5,-0.12911731,0.593117833,0.587918401,65.98000336,31,2.004220492,-0.005199432,-0.067158371,1.324368643,-0.088942441,0.7,2.004220492,91.99819168,13.91147245,8.001808318,86.08852755,47.04516794,11.72962227,86.20533695,48.96747961,Average,Average
2023091000,1325,Bryce Young,Jonathan Mingo,1,2,CAR,3,8,MAN_COVERAGE,9,1.978891663,OUT,1,76.5,50.38999939,27,1,2.6,0,0,0.305977732,0.305977732,27,2.6,0,0.544619977,0.305977732,76.5,45,5.38999939,-0.238642246,-0.119321123,1.903678242,-0.227149025,0,5.38999939,37.53387534,61.24661247,62.46612466,38.75338753,50.6097561,100,38.77089923,69.38544962,Average,Above Average
2023091000,1743,Bryce Young,Jonathan Mingo,1,2,CAR,3,10,ZONE_COVERAGE,0,-0.813424091,IN,0,39.50999832,22.29000092,31,1,3,0,0,0.568246663,0.568246663,31,3,0,0.572731078,0.568246663,39.50999832,21,1.290000916,-0.004484415,-0.002242208,1.491449067,-0.003344138,0,1.290000916,31.78119349,8.672086721,68.21880651,91.32791328,79.77335989,100,91.45183175,95.72591588,Excellent,Elite
2023091000,2389,Bryce Young,Terrace Marshall Jr.,1,3,CAR,3,6,MAN_COVERAGE,0,-4.848970452,IN,0,61.65000153,22.93999939,27,1,2.6,0,0,0.549184203,0.549184203,27,2.6,0,0.687086046,0.549184203,57.65000153,23,4.000449984,-0.137901843,-0.068950921,1.392495599,-0.096013854,0,4.000449984,31.78119349,52.66485998,68.21880651,47.33514002,57.77697326,100,47.3993668,73.6996834,Average,Above Average
2023091000,2823,Desmond Ridder,Tyler Allgeier,1,3,ATL,1,10,ZONE_COVERAGE,12,0.681839068,OUT,1,78.25,36.74000168,44,1,4.3,11,1.1,0.765113294,0.743466854,33,3.2,-0.02164644,0.836984634,0.743466854,80.25,35,2.650963191,-0.09351778,-0.05758211,1.109817601,-0.063905639,1.1,2.650963191,97.31255646,20.32520325,2.687443541,79.67479675,41.18112014,4.302241504,79.71079982,42.00652066,Average,Average
2023091000,3486,Desmond Ridder,Mack Hollins,1,4,ATL,2,9,ZONE_COVERAGE,11,0.986036547,OUT,1,63.29000092,12.07000046,19,1,1.8,0,0,0.779801011,0.779801011,19,1.8,0,0.8183465,0.779801011,61.29000092,15,3.547519883,-0.038545489,-0.019272745,1.112255801,-0.021436222,0,3.547519883,37.53387534,33.87533875,62.46612466,66.12466125,64.29539295,100,66.15454135,83.07727067,Above Average,Excellent
2023091000,3886,Bryce Young,Miles Sanders,1,4,CAR,2,10,ZONE_COVERAGE,11,0.747729033,OUT,1,38.45999908,28.11000061,34,1,3.3,5,0.5,0.845225334,0.783315003,29,2.8,-0.061910331,0.804603338,0.783315003,36.45999908,25,3.697580803,-0.021288335,-0.041599333,1.081181209,-0.044976417,0.5,3.697580803,92.70551039,36.13369467,7.294489612,63.86630533,35.58039747,11.67751265,63.89516493,37.78633879,Below Average,Below Average
2023091000,3916,Bryce Young,Hayden Hurst,1,4,CAR,1,10,ZONE_COVERAGE,9,0.509672221,OUT,1,58.33000183,51.56000137,36,1,3.5,0,0,0.721938133,0.721938133,36,3.5,0,0.741365075,0.721938133,60.33000183,47,4.97931848,-0.019426942,-0.009713471,1.202426587,-0.011679736,0,4.97931848,37.53387534,56.09756098,62.46612466,43.90243902,53.18428184,100,43.92227745,71.96113873,Average,Above Average
2023091000,4155,Bryce Young,Adam Thielen,1,4,CAR,3,5,MAN_COVERAGE,9,1.037820471,SLANT,1,75.33999634,24.47999954,25,1,2.4,0,0,0.725626469,0.725626469,25,2.4,0,0.790594399,0.725626469,73.33999634,25,2.066494732,-0.06496793,-0.032483965,1.165351172,-0.037855227,0,2.066494732,32.12583413,18.44613918,67.87416587,81.55386082,74.71401335,100,81.63167939,90.81583969,Above Average,Elite
2023091001,559,C.J. Stroud,Dalton Schultz,1,1,HOU,1,10,MAN_COVERAGE,0,-0.662511541,OUT,0,28.05999756,4.329998779,26,1,2.5,0,0,0.688793361,0.688793361,26,2.5,0,0.84395808,0.688793361,26,11,6.980867154,-0.155164719,-0.077582359,1.154233638,-0.089548169,0,6.980867154,37.53387534,76.64859982,62.46612466,23.35140018,42.90876242,100,23.3619521,61.68097605,Average,Above Average
2023091001,1368,C.J. Stroud,Robert Woods,1,2,HOU,3,2,MAN_COVERAGE,13,1.611367587,SLANT,1,42.29000092,21.82999992,26,1,2.5,0,0,0.824296534,0.824296534,26,2.5,0,0.821451366,0.824296534,42.29000092,21,0.829999924,0.002845168,0.001422584,1.083571597,0.001541472,0,0.829999924,32.12583413,4.623450906,67.87416587,95.37654909,81.62535748,100,95.46755725,97.73377863,Excellent,Elite
2023091001,1574,C.J. Stroud,Nico Collins,1,2,HOU,2,5,ZONE_COVERAGE,14,1.106624705,IN,1,85.62999725,21.22999954,25,1,2.4,1,0.1,0.733036041,0.729396164,24,2.3,-0.003639877,0.785382509,0.729396164,85.62999725,17,4.229999542,-0.055986345,-0.029813111,1.163860806,-0.034698311,0.1,4.229999542,67.85714286,62.87262873,32.14285714,37.12737127,34.63511421,47.11729622,37.17774763,42.14752192,Below Average,Average
2023091001,1797,Lamar Jackson,Odell Beckham,1,2,BAL,3,9,MAN_COVERAGE,0,-0.604518268,OUT,0,57.95999908,2.730000305,19,1,1.8,6,0.6,0.563188136,0.557277262,13,1.2,-0.005910873,0.667066157,0.557277262,59.95999908,9,6.581253389,-0.109788895,-0.057849884,1.398352734,-0.080894543,0.6,6.581253389,94.17344173,73.44173442,5.826558266,26.55826558,16.19241192,9.327548807,26.57026661,17.94890771,Poor,Poor
2023091001,2351,Lamar Jackson,Zay Flowers,1,3,BAL,1,10,ZONE_COVERAGE,20,1.293840268,OUT,1,57.47999954,3.319999933,36,1,3.5,0,0,0.570834875,0.570834875,36,3.5,0,0.623236895,0.570834875,57.47999954,7,3.680000067,-0.05240202,-0.02620101,1.434646367,-0.037589183,0,3.680000067,37.53387534,35.63685637,62.46612466,64.36314363,63.41463415,100,64.39222775,82.19611387,Above Average,Excellent
2023091001,2469,Lamar Jackson,Rashod Bateman,1,3,BAL,1,10,ZONE_COVERAGE,18,1.042943829,IN,1,94.30999756,29.86000061,31,1,3,0,0,0.691356599,0.691356599,31,3,0,0.755515754,0.691356599,98.30999756,29,4.091405755,-0.064159155,-0.032079577,1.214423204,-0.038958183,0,4.091405755,31.78119349,59.21409214,68.21880651,40.78590786,54.50235718,100,40.8412483,70.42062415,Average,Above Average
2023091001,3086,C.J. Stroud,Nico Collins,1,3,HOU,3,2,MAN_COVERAGE,14,1.688492591,SLANT,1,50.66999817,24.22000008,21,1,2,0,0,0.794584274,0.794584274,21,2,0,0.80006671,0.794584274,50.66999817,25,0.779999924,-0.005482435,-0.002741218,1.114422814,-0.003054875,0,0.779999924,32.12583413,4.09914204,67.87416587,95.90085796,81.88751192,100,95.99236641,97.99618321,Excellent,Elite
2023091001,3111,C.J. Stroud,Tank Dell,1,3,HOU,1,10,ZONE_COVERAGE,11,0.681291936,OUT,1,60.20999908,46.68999987,25,1,2.4,0,0,0.91215235,0.91215235,25,2.4,0,0.934987962,0.91215235,58.20999908,45,2.618415465,-0.022835612,-0.011417806,0.976972603,-0.011154884,0,2.618415465,37.53387534,19.51219512,62.46612466,80.48780488,71.47696477,100,80.52417533,90.26208766,Above Average,Elite
2023091001,3216,,Robert Woods,1,3,HOU,3,16,ZONE_COVERAGE,0,-1.459495401,IN,0,78.77000046,14.68999939,48,1,4.7,,,,,,,,-1,,78.77000046,14.68999939,0,,,,,,0,,0.135501355,,99.86449864,,,100,,N/A,N/A
2023091001,3302,Lamar Jackson,Odell Beckham,1,3,BAL,3,7,ZONE_COVERAGE,8,2.072786201,OUT,1,39.56000137,50.40999985,25,1,2.4,0,0,0.761430085,0.761430085,25,2.4,0,0.769423604,0.761430085,39.56000137,47,3.409999847,-0.007993519,-0.00399676,1.15549917,-0.004618252,0,3.409999847,37.53387534,32.33965673,62.46612466,67.66034327,65.06323397,100,67.69091731,83.84545865,Above Average,Excellent
2023091001,3514,C.J. Stroud,Dalton Schultz,1,4,HOU,2,19,ZONE_COVERAGE,0,-0.587115299,OUT,0,95.87000275,37.45999908,24,1,2.3,0,0,0.704618335,0.704618335,24,2.3,0,0.800084114,0.704618335,91.87000275,35,4.695912637,-0.095465779,-0.04773289,1.173225275,-0.056001433,0,4.695912637,37.53387534,52.07768744,62.46612466,47.92231256,55.19421861,100,47.94396746,73.97198373,Average,Above Average
2023091001,3879,C.J. Stroud,Nico Collins,1,4,HOU,2,9,ZONE_COVERAGE,0,-0.852282903,OUT,0,44.24000168,52.54999924,25,1,2.4,0,0,0.43214035,0.43214035,25,2.4,0,0.752889633,0.43214035,40.24000168,39,14.12807415,-0.320749283,-0.160374641,1.44401206,-0.231582916,0,14.12807415,37.53387534,97.92231256,62.46612466,2.077687444,32.27190605,100,2.078626299,51.03931315,Below Average,Average
2023091001,3902,C.J. Stroud,Nico Collins,1,4,HOU,3,9,MAN_COVERAGE,26,2.963771026,IN,1,39.93000031,21.29000092,24,1,2.3,0,0,0.618723989,0.618723989,24,2.3,0,0.63599658,0.618723989,37.93000031,23,2.63136787,-0.017272592,-0.008636296,1.374834482,-0.011873477,0,2.63136787,31.78119349,34.14634146,68.21880651,65.85365854,67.03623252,100,65.94301221,82.97150611,Above Average,Excellent
2023091001,4322,C.J. Stroud,Robert Woods,1,4,HOU,1,10,ZONE_COVERAGE,0,-0.308709353,IN,0,69.44999695,18.98999977,25,1,2.4,0,0,0.642447889,0.642447889,25,2.4,0,0.767787814,0.642447889,65.44999695,17,4.46767267,-0.125339925,-0.062669963,1.242054189,-0.07783949,0,4.46767267,31.78119349,66.84733514,68.21880651,33.15266486,50.68573568,100,33.19764812,66.59882406,Average,Above Average
2023091001,4564,C.J. Stroud,Xavier Hutchinson,1,4,HOU,2,5,ZONE_COVERAGE,9,0.276538014,IN,1,30.46999931,36.79000092,29,1,2.8,0,0,0.692288935,0.692288935,29,2.8,0,0.790269554,0.692288935,24.46999931,37,6.003673843,-0.097980618,-0.048990309,1.188665959,-0.058233113,0,6.003673843,31.78119349,79.67479675,68.21880651,20.32520325,44.27200488,100,20.35278155,60.17639077,Average,Above Average
2023091001,4639,C.J. Stroud,Tank Dell,1,4,HOU,3,3,ZONE_COVERAGE,0,-0.08345994,SLANT,0,45.49000168,38.56000137,17,1,1.6,1,0.1,0.8580091,0.848257542,16,1.5,-0.009751558,0.880633354,0.848257542,43.49000168,41,3.154931584,-0.032375813,-0.021063685,1.031649748,-0.021730346,0.1,3.154931584,70.4957102,47.1877979,29.5042898,52.8122021,41.15824595,43.46910112,52.86259542,48.16584827,Average,Average
2023091002,110,Joe Burrow,Ja'Marr Chase,1,1,CIN,3,9,ZONE_COVERAGE,12,2.364564569,OUT,1,50.56999969,45.59000015,23,1,2.2,0,0,0.770858705,0.770858705,23,2.2,0,0.832761168,0.770858705,46.56999969,43,4.765301752,-0.061902463,-0.030951232,1.108881106,-0.034321236,0,4.765301752,37.53387534,53.11653117,62.46612466,46.88346883,54.67479675,100,46.90465432,73.45232716,Average,Above Average
2023091002,319,Deshaun Watson,Nick Chubb,1,1,CLE,2,17,ZONE_COVERAGE,6,-0.371074625,OUT,1,35.33999634,34.34000092,35,1,3.4,0,0,0.917712212,0.917712212,35,3.4,0,0.937175572,0.917712212,31.33999634,33,4.218483431,-0.01946336,-0.00973168,0.973289158,-0.009471739,0,4.218483431,37.53387534,45.41553749,62.46612466,54.58446251,58.52529359,100,54.60912788,77.30456394,Average,Excellent
2023091002,767,Joe Burrow,Tyler Boyd,1,1,CIN,3,7,MAN_COVERAGE,6,-0.543297542,SLANT,1,30.85000038,25.45000076,17,1,1.6,4,0.4,0.783492625,0.554120541,13,1.2,-0.229372084,0.647458673,0.554120541,26.85000038,25,4.025232998,-0.093338132,-0.161355108,1.226278187,-0.197866249,0.4,4.025232998,91.27740705,61.58245949,8.722592946,38.41754051,23.57006673,12.8511236,38.45419847,25.65266103,Poor,Below Average
2023091002,819,Deshaun Watson,Nick Chubb,1,1,CLE,1,10,MAN_COVERAGE,7,0.406262674,OUT,1,55.59999847,46.24000006,43,1,4.2,5,0.5,0.860216975,0.837881804,38,3.7,-0.022335172,0.853165209,0.837881804,51.59999847,47,4.071559887,-0.015283406,-0.018809289,1.045269479,-0.019660775,0.5,4.071559887,92.70551039,42.50225836,7.294489612,57.49774164,32.39611563,11.67751265,57.52372345,34.60061805,Below Average,Below Average
2023091002,975,Deshaun Watson,Elijah Moore,1,2,CLE,3,10,MAN_COVERAGE,0,-1.157981998,SLANT,0,90.37000275,40.20000076,20,1,1.9,0,0,0.613183916,0.613183916,20,1.9,0,0.646376193,0.613183916,86.37000275,39,4.176122823,-0.033192277,-0.016596138,1.370275872,-0.022741288,0,4.176122823,32.12583413,70.8293613,67.87416587,29.1706387,48.52240229,100,29.19847328,64.59923664,Average,Above Average
2023091002,1071,Joe Burrow,Tyler Boyd,1,2,CIN,2,10,MAN_COVERAGE,0,-0.94545794,SLANT,0,29.34999847,22.18999939,24,1,2.3,1,0.1,0.838826716,0.8109833,23,2.2,-0.027843416,0.820786417,0.8109833,28,23,1.574356017,-0.009803116,-0.018823266,1.075492512,-0.020244282,0.1,1.574356017,70.4957102,8.102955195,29.5042898,91.8970448,60.7006673,43.46910112,91.98473282,67.72691697,Above Average,Above Average
2023091002,1209,Deshaun Watson,Amari Cooper,1,2,CLE,1,17,ZONE_COVERAGE,6,-0.162401858,OUT,1,52.54999924,4.050000191,20,1,1.9,0,0,0.755907595,0.755907595,20,1.9,0,0.849194467,0.755907595,50.54999924,9,5.33877309,-0.093286872,-0.046643436,1.107970592,-0.051679555,0,5.33877309,37.53387534,60.65943993,62.46612466,39.34056007,50.90334237,100,39.3583371,69.67916855,Average,Above Average
2023091002,1540,Deshaun Watson,Donovan Peoples-Jones,1,2,CLE,2,2,ZONE_COVERAGE,0,-0.735690673,IN,0,67.68000031,22.26000023,38,1,3.7,1,0.1,0.4890517,0.48773393,37,3.6,-0.001317769,0.62604475,0.48773393,65.68000031,15,7.530445095,-0.13831082,-0.069814295,1.520801003,-0.106173649,0.1,7.530445095,67.85714286,89.06955736,32.14285714,10.93044264,21.53664989,47.11729622,10.94527363,29.03128493,Poor,Below Average
2023091002,1944,Joe Burrow,Tyler Boyd,1,2,CIN,2,12,ZONE_COVERAGE,4,-0.039479023,OUT,1,32.95999908,0.239998627,49,1,4.8,2,0.2,0.632578254,0.628109932,47,4.6,-0.004468322,0.685255527,0.628109932,28.95999908,5,6.217524674,-0.057145596,-0.030806959,1.317667339,-0.040593323,0.2,6.217524674,83.64950316,69.6928636,16.35049684,30.3071364,23.32881662,26.17498192,30.32083145,28.24790669,Poor,Below Average
2023091002,1974,Joe Burrow,Tee Higgins,1,2,CIN,3,8,MAN_COVERAGE,0,-0.99939653,OUT,0,52.48999786,52.50999998,25,1,2.4,4,0.4,0.272753298,0.264804572,21,2,-0.007948726,0.782839835,0.264804572,34.48999786,47,18.82445483,-0.518035263,-0.262991995,1.592872681,-0.418912764,0.4,18.82445483,90.67299006,99.63866305,9.327009937,0.361336947,4.844173442,14.93130875,0.361500226,7.646404488,Poor,Poor
2023091002,2095,Deshaun Watson,Amari Cooper,1,2,CLE,3,10,ZONE_COVERAGE,11,1.18038871,OUT,1,70.41999817,49.5,22,1,2.1,0,0,0.747019172,0.747019172,22,2.1,0,0.797098696,0.747019172,68.41999817,47,3.201562119,-0.050079525,-0.025039762,1.146711491,-0.028713383,0,3.201562119,37.53387534,29.40379404,62.46612466,70.59620596,66.53116531,100,70.62810664,85.31405332,Above Average,Excellent
2023091002,2127,Deshaun Watson,Donovan Peoples-Jones,1,2,CLE,1,10,ZONE_COVERAGE,12,0.654287431,OUT,1,83.62999725,4.300000191,24,1,2.3,2,0.2,0.53761375,0.52676928,22,2.1,-0.010844469,0.664799333,0.52676928,81.62999725,9,5.10783694,-0.138030052,-0.074437261,1.426113337,-0.10615597,0.2,5.10783694,83.64950316,57.58807588,16.35049684,42.41192412,29.38121048,26.17498192,42.43108902,34.30303547,Below Average,Below Average
2023091002,3170,Deshaun Watson,Elijah Moore,1,3,CLE,3,9,MAN_COVERAGE,4,-0.960739113,OUT,1,90.81999969,41.88000107,22,1,2.1,2,0.2,0.825696409,0.810088336,20,1.9,-0.015608072,0.811560333,0.810088336,88.81999969,41,2.185040476,-0.001471996,-0.008540034,1.088579486,-0.009296506,0.2,2.185040476,83.64950316,13.64046974,16.35049684,86.35953026,51.35501355,26.17498192,86.398554,56.28676796,Average,Average
2023091002,3594,Joe Burrow,Ja'Marr Chase,1,4,CIN,2,10,ZONE_COVERAGE,0,-0.862041396,OUT,0,47.93999863,0.899999976,22,1,2.1,6,0.6,0.389212459,0.356735021,16,1.5,-0.032477438,0.63014549,0.356735021,43.93999863,11,10.86324079,-0.273410469,-0.152943954,1.640207456,-0.250859813,0.6,10.86324079,94.17344173,93.54110208,5.826558266,6.458897922,6.142728094,9.327548807,6.461816539,7.894682673,Poor,Poor
2023091002,4036,Jake Browning,Ja'Marr Chase,1,4,CIN,3,8,ZONE_COVERAGE,0,-1.575668866,OUT,0,64.58999634,6.079999924,26,1,2.5,2,0.2,0.463332146,0.459292948,24,2.3,-0.004039198,0.713515282,0.459292948,62.58999634,13,7.203221575,-0.254222333,-0.129130766,1.452593773,-0.187574546,0.2,7.203221575,83.64950316,78.29719964,16.35049684,21.70280036,19.0266486,26.17498192,21.71260732,23.94379462,Poor,Poor
